,n,t,r,sigma,r_fit,rep,const,loss_true,max_qnorm_ub_true,loss_fit,max_qnorm_ub_fit,gen_err_fit
1857,20,4,3,0.1,5,9,20,0.09568526664902811,115.7114999236706,0.5965690198870983,1908.5012931973538,2.6930667451169357
1858,20,4,3,0.1,5,9,40,0.07695899306402294,83.13093398339731,0.07727172522911284,53.58559486261903,0.015653010324270876
1859,20,4,3,0.1,5,9,80,0.0073957279303884975,77.75732569848869,0.011111908153540375,55.63353561207449,0.005156969130601415
1860,20,4,3,0.1,10,0,1,0.05296576829722297,55.685084091811575,0.06750514612964374,25.41881342232786,1.1109817812759675
1861,20,4,3,0.1,10,0,5,0.127272610271174,56.509190877352,0.3070254015705841,309.8709013539672,2.893225988493685
1862,20,4,3,0.1,10,0,10,0.08938385107059402,77.64160706682195,0.08945398895178532,50.66571760582932,0.08695069960475177
1863,20,4,3,0.1,10,0,20,0.025750088452511765,42.323505744979656,0.03051801316744269,34.35767177393111,0.01641680021744301
1864,20,4,3,0.1,10,0,40,0.14955524998440595,83.72345124508038,0.14324294868877735,62.294938079167494,0.02434248987322472
1865,20,4,3,0.1,10,0,80,0.0906825905782856,92.05692391308659,0.08880742444473691,53.65926716413927,0.013384700130783042
1866,20,4,3,0.1,10,1,1,0.06936001051278007,71.46563380694602,0.06212817766850019,15.384652242466723,1.1641815669154771
1867,20,4,3,0.1,10,1,5,0.07761534317272775,65.62583677582623,0.2693485431053005,416.26374650135443,2.715501732707007
1868,20,4,3,0.1,10,1,10,0.1721280385533737,44.85372093069035,0.5174738034685306,719.6315444111129,2.99138112164879
1869,20,4,3,0.1,10,1,20,0.12030633723618732,67.79234703906376,0.11102107194937165,49.33766929753037,0.060509582663058885
1870,20,4,3,0.1,10,1,40,0.16755854655900615,68.09804890767691,0.15835966588876962,44.851435025787445,0.04288915225420778
1871,20,4,3,0.1,10,1,80,0.15672082637264667,68.5226917612401,0.1527317834059557,56.41230482161551,0.020310328580766143
1872,20,4,3,0.1,10,2,1,0.2008556040439269,78.87208768656483,0.06703980447418349,22.41887491039006,1.2503676251108258
1873,20,4,3,0.1,10,2,5,0.21002148738518536,63.03454636821543,0.3878516548618053,120.09225168716628,1.7271345967939564
1874,20,4,3,0.1,10,2,10,0.1471152862595529,54.27203220931311,0.12569741307137253,42.602962246134005,0.19668089603251063
1875,20,4,3,0.1,10,2,20,0.127615067300882,79.64703302869759,0.12042884087902327,62.73899368469741,0.07155477530126361
1876,20,4,3,0.1,10,2,40,0.18142871815557876,95.294001871552,0.17150955188748612,77.10266147051283,0.04429389351169363
1877,20,4,3,0.1,10,2,80,0.08099411010916732,102.9839444165338,0.0800002176355905,97.68966875249457,0.007202052221998174
1878,20,4,3,0.1,10,3,1,0.050672094980096,83.97572295483417,0.0648789728440651,24.46319183037491,1.1884556221682834
1879,20,4,3,0.1,10,3,5,0.10710848401885602,51.084289280916146,0.29087509482143853,320.5264226829771,2.510147202465263
1880,20,4,3,0.1,10,3,10,0.09672276564463925,108.70124636800463,0.23324315170385523,468.8663132048332,1.0423664617914445
1881,20,4,3,0.1,10,3,20,0.08957550052539826,81.3988936101633,0.9765015160702702,2712.1108941261296,3.4499550967154944
1882,20,4,3,0.1,10,3,40,0.47985318703010665,90.45237832515755,0.45040635009757357,66.05542323132407,0.10151255822310351
1883,20,4,3,0.1,10,3,80,0.04092368354840224,94.71711652368433,0.041422456079193135,69.8370285137988,0.005883500000294259
1884,20,4,3,0.1,10,4,1,0.027065026458824852,83.90476263525862,0.05477260270555336,9.683131660819141,1.0944753135643612
1885,20,4,3,0.1,10,4,5,0.006472451057311638,82.7101781876458,0.310262580774034,682.4873264413512,3.0775851680089614
1886,20,4,3,0.1,10,4,10,0.14274277039542935,75.79587874957784,0.12753682471627037,41.61048348623823,0.13923855921928743
1887,20,4,3,0.1,10,4,20,0.042308936675827885,88.18696981441524,0.15608259724492,628.4326440645979,0.5275666895422366
1888,20,4,3,0.1,10,4,40,0.29314955766130596,108.55669092351162,0.27508575714265815,62.62109193300915,0.07472972686836239
1889,20,4,3,0.1,10,4,80,0.12702328554644987,81.59457596061308,0.12434322295851606,45.35828550347301,0.012626639642540856
1890,20,4,3,0.1,10,5,1,0.3289783760984515,109.63087093458431,0.06215270045450774,23.198657596121755,1.2350450157350508
1891,20,4,3,0.1,10,5,5,0.11061254228374526,71.58707284581729,0.35243057933448607,622.1045102163338,3.2779760895408074
1892,20,4,3,0.1,10,5,10,0.07886755459578917,65.25164429644529,0.26189734794872055,468.23801544040685,1.8241388316676141
1893,20,4,3,0.1,10,5,20,0.09793540481316175,73.28290774237404,0.09207994843725274,54.42579193925075,0.044926818602504755
1894,20,4,3,0.1,10,5,40,0.10098662539687019,102.46350663850163,0.09794559554440013,86.33985708670896,0.025512290674037343
1895,20,4,3,0.1,10,5,80,0.2080646875052905,87.52882083574028,0.2022739918155191,57.827358291185405,0.026284260012916665
1896,20,4,3,0.1,10,6,1,0.12511118354209724,88.70208829912303,0.07198634185121601,24.388085120026727,1.2018799958686677
1897,20,4,3,0.1,10,6,5,0.3703202124178823,69.7240929342867,0.5037365453365611,150.71387094773658,1.6059625470905412
1898,20,4,3,0.1,10,6,10,0.31534418503517114,112.0161091787318,0.26100899556666723,76.06278333608509,0.24191018432181718
1899,20,4,3,0.1,10,6,20,0.02902174636973314,72.26675859059881,0.03714161640780374,48.92646086941719,0.022786196537693003
1900,20,4,3,0.1,10,6,40,0.08659038923594609,96.38417778053864,0.08395172311759763,71.40620823404328,0.018332363328130548
1901,20,4,3,0.1,10,6,80,0.21953336220540107,43.96268653055867,0.21330281910116575,43.07453782288529,0.02945930083671028
1902,20,4,3,0.1,10,7,1,0.15261077063704373,64.63451987462481,0.06888981015622868,15.814034739989976,1.1869271472647531
1903,20,4,3,0.1,10,7,5,0.20920393676964652,76.56933065215097,0.3145327127417264,90.18050062214438,1.2499688983458108
1904,20,4,3,0.1,10,7,10,0.1451318973077161,77.9636422954492,0.6117611947625626,1399.11616509442,2.8255430588116353
1905,20,4,3,0.1,10,7,20,0.09580841974420691,75.27126153868272,0.09404871713689303,79.50763900389975,0.02833534178202384
1906,20,4,3,0.1,10,7,40,0.3310237658499786,70.05420074199088,0.3107676418698539,58.08538542584557,0.0880138882298694
1907,20,4,3,0.1,10,7,80,0.2802548557624454,71.64871670080271,0.2719306603622936,60.96644089508059,0.030372253918461604
1908,20,4,3,0.1,10,8,1,0.08276693962806617,89.20972802502862,0.06561425365043004,29.197352014871292,1.1823274998509985
1909,20,4,3,0.1,10,8,5,0.3678027440212337,89.42315901602691,0.3833846201111698,123.15549768969366,1.3394449771484596
1910,20,4,3,0.1,10,8,10,0.1493721021041523,121.72082802358476,0.7504024400149624,1973.2156954508955,3.1940182709068536
1911,20,4,3,0.1,10,8,20,0.1561020911009775,130.7258453305686,0.15319125554886767,79.73038631092608,0.0982754331291928
1912,20,4,3,0.1,10,8,40,0.2360915603625353,85.23469981473947,0.22228081672719183,64.65724748798553,0.06399559840416144
1913,20,4,3,0.1,10,8,80,0.1750769784519256,73.18205787871119,0.17118011646584821,55.66854450048035,0.01789441985397593
1914,20,4,3,0.1,10,9,1,0.2445592429623813,84.75471719062764,0.06015259180671413,20.896628261322988,1.184301631707821
1915,20,4,3,0.1,10,9,5,0.13182566981938684,91.18017462895854,0.3033572443483941,321.27122014839546,1.932036609070078
1916,20,4,3,0.1,10,9,10,0.09036417604147558,64.4392261928595,0.43128414244892255,1091.5093329715812,1.9043034201773792
1917,20,4,3,0.1,10,9,20,0.057875383226405466,99.02861791448366,0.06088219492379915,69.39945144038926,0.021859094419011415
1918,20,4,3,0.1,10,9,40,0.07948838986251797,35.54267211719341,0.07628162179353744,27.989017850062574,0.02075022412529333
1919,20,4,3,0.1,10,9,80,0.13993481017787007,127.22013788051603,0.13675735810570505,96.57844900299291,0.015479648363179853
1920,20,4,3,0.1,16,0,1,0.36805906295392,43.960989770337314,0.06828026502480458,20.002700087859353,1.1558695682848106
1921,20,4,3,0.1,16,0,5,0.018875085115360915,65.93680732651286,0.09428109124860665,329.7885275081411,1.8641289217122134
1922,20,4,3,0.1,16,0,10,0.3138894822978384,77.55135624295936,0.19960972656513154,56.01368379084547,0.20330989673854294
1923,20,4,3,0.1,16,0,20,0.13297140870471036,119.1955234747305,0.11210404172793884,70.73896748680119,0.08399502918194392
1924,20,4,3,0.1,16,0,40,0.07240150498934739,99.44311253091973,0.07036276816802803,81.69445166632332,0.017885603991345537
1925,20,4,3,0.1,16,0,80,0.0034110030259086256,64.30067962847019,0.006969457389902894,58.76666574002799,0.0029396501867231515
1926,20,4,3,0.1,16,1,1,0.05974552260870692,74.74870536643988,0.057017033819078966,22.6157714556348,1.1712711933958935
1927,20,4,3,0.1,16,1,5,0.17697365456893446,127.7768140867003,0.22499400677121584,161.85739395848915,1.4259237337822657
1928,20,4,3,0.1,16,1,10,0.09486620731731815,87.46938463414709,0.42811753875288483,1338.6348956863083,2.78630443259041
1929,20,4,3,0.1,16,1,20,0.1821329626456422,77.88150631073286,0.14994040740704434,45.8567622217053,0.12478096155346105
1930,20,4,3,0.1,16,1,40,0.2900041803069113,59.8478847558426,0.25869761378784834,44.632795219771424,0.09753686053412344
1931,20,4,3,0.1,16,1,80,0.10386157514329807,89.63081950487421,0.10033176154057405,64.18064125618676,0.018198150818353583
1932,20,4,3,0.1,16,2,1,0.039210241514891934,57.35871161687037,0.07154839221525904,21.13046594370147,1.133875145241478
1933,20,4,3,0.1,16,2,5,0.11659857945945527,63.096456552507654,0.14529138801732497,80.81858258974447,1.2943938726284854
1934,20,4,3,0.1,16,2,10,0.3845642462778245,109.72147648041181,0.25580505241265417,68.50316741963132,0.39157678973037313
1935,20,4,3,0.1,16,2,20,0.007464311639683064,72.06895678965891,0.01521521887577767,40.319791842961074,0.014783348449254205
1936,20,4,3,0.1,16,2,40,0.28248844860940786,116.55184640017424,0.25525754503769965,82.92739167786691,0.06820227942086979
1937,20,4,3,0.1,16,2,80,0.43959917833495066,131.71229924162657,0.4146436783821041,113.32192540861486,0.08627340259555549
1938,20,4,3,0.1,16,3,1,0.11788094664883249,71.43204730347927,0.06354012810783684,16.546237132080876,1.1852509788846375
1939,20,4,3,0.1,16,3,5,0.19362952337799444,72.4576907624522,0.20670882336059465,119.72767572069667,1.4431671809951043
1940,20,4,3,0.1,16,3,10,0.5182354696891817,80.26052952275866,0.3711300809376829,111.37172185570374,0.5560023435839505
1941,20,4,3,0.1,16,3,20,0.14627895479178785,90.94575954828046,0.12301799571873152,62.89842047421105,0.08347603801368388
1942,20,4,3,0.1,16,3,40,0.11141074955345386,79.8383630243257,0.10248427969570086,62.61489312721074,0.034858513744563585
1943,20,4,3,0.1,16,3,80,0.20225303485284019,69.20281189854482,0.19254658320535112,64.9480933676684,0.041308530817371084
1944,20,4,3,0.1,16,4,1,0.04482570557368517,63.12168460156871,0.06976458534614184,21.258379436887065,1.1202056180744184
1945,20,4,3,0.1,16,4,5,0.08528182579616214,87.1825717910771,0.17392417215322842,155.35083103604492,1.582845991189751
1946,20,4,3,0.1,16,4,10,0.1025715891576065,46.39042388767989,0.07989276911086851,29.606818473005124,0.13216274143012388
1947,20,4,3,0.1,16,4,20,0.0517030546899108,90.97512116742382,0.05449695349921819,63.31178009275444,0.03918178181983135
1948,20,4,3,0.1,16,4,40,0.06851102384674758,47.33028730782512,0.0642163710256768,35.9901700003934,0.02114133757496425
1949,20,4,3,0.1,16,4,80,0.17778546776182919,83.34366471972882,0.17005611460374617,63.19675377893763,0.032216620917550155
1950,20,4,3,0.1,16,5,1,0.026294603639365872,84.08875850092629,0.05339722059979945,29.094013263909584,1.1388485800460555
1951,20,4,3,0.1,16,5,5,0.08823616895609193,84.37301833956123,0.17843995333851495,116.6659730802518,1.3315338179270662
1952,20,4,3,0.1,16,5,10,0.0013462095811237515,102.11083042822793,0.003779536692034994,80.0405547413364,0.023873762584432537
1953,20,4,3,0.1,16,5,20,0.3113231582261804,57.47431130559011,0.24905365500000273,49.83405569362602,0.19243854301134206
1954,20,4,3,0.1,16,5,40,0.09084034811366043,75.62936817783337,0.08487358491677537,54.52888314047487,0.023729790694896617
1955,20,4,3,0.1,16,5,80,0.23055093433380272,83.97611840487775,0.2205237248066773,73.55446492486465,0.032971232237031724
1956,20,4,3,0.1,16,6,1,0.17252925034465832,68.29607337299734,0.06478180228634987,21.339829450317843,1.2162003617686996
1957,20,4,3,0.1,16,6,5,0.148097992945751,61.2994570929116,0.1726814494074256,89.58896163685,1.2508050985785528
1958,20,4,3,0.1,16,6,10,0.006496956614989092,65.92469305217531,0.2927313071211549,1373.7516617031797,2.1387546943028415
1959,20,4,3,0.1,16,6,20,0.2385770279741665,77.32496783107518,0.19302084094864203,48.41257382371476,0.11857202701900209
1960,20,4,3,0.1,16,6,40,0.30346427141542437,66.2564954284563,0.27202598840814984,54.537075270279,0.08771424623402081
1961,20,4,3,0.1,16,6,80,0.24551443952191676,63.507231366976555,0.23344729808854434,60.714003657446966,0.053334870932318965
1962,20,4,3,0.1,16,7,1,0.23241622745436785,83.92132007543347,0.059374646531864354,21.462401909129024,1.1643593103448784
1963,20,4,3,0.1,16,7,5,0.03099596281407084,69.6091862950098,0.13184907271434368,422.7105138623655,2.2203423067791723
1964,20,4,3,0.1,16,7,10,0.17450802261151643,78.34804604125334,0.4533946457622454,990.2457750777295,2.360009385232917
1965,20,4,3,0.1,16,7,20,0.1473674079002912,79.49393128656104,0.12499070797335601,52.16163705690648,0.11381325771875928
1966,20,4,3,0.1,16,7,40,0.05176483070933092,111.13856314601136,0.057266150448658466,86.14407459961043,0.025752024461502945
1967,20,4,3,0.1,16,7,80,0.053032318938889926,69.91155317593977,0.05245593381998909,55.72058133003992,0.008505600412838139
1968,20,4,3,0.1,16,8,1,0.08504852429708952,78.27715876018958,0.06384514572494564,16.230429285991306,1.0865435799708667
1969,20,4,3,0.1,16,8,5,0.09305916136138045,75.95346470352361,0.1374578975980374,72.2477559069298,1.254637662872503
1970,20,4,3,0.1,16,8,10,0.21082636465009244,69.16385276728077,0.33952811319620546,189.53188818762564,1.0801534753795907
1971,20,4,3,0.1,16,8,20,0.01719856551703107,43.378184820637564,0.026336532912303093,31.34328326445366,0.02363023570144924
1972,20,4,3,0.1,16,8,40,0.12275321575740171,123.82275341297162,0.1150530253337547,85.67761577251498,0.021821519962000824
1973,20,4,3,0.1,16,8,80,0.0297727923930818,51.97165000820997,0.030387919883319525,44.11164080371439,0.008651912012280221
1974,20,4,3,0.1,16,9,1,0.02756263914257206,52.59681986944662,0.055801730468797967,14.521554682086455,1.1408511704471547
1975,20,4,3,0.1,16,9,5,0.005500112377754696,80.30637110500028,0.11432028727241372,461.6615867576701,1.9917944800789935
1976,20,4,3,0.1,16,9,10,0.11230509894122438,77.41789403120646,0.3340215854962038,854.5045581157118,2.4091715300623306
1977,20,4,3,0.1,16,9,20,0.01250555141825616,123.61484934934337,0.025601761496912654,102.60215523437338,0.02040899117783408
1978,20,4,3,0.1,16,9,40,0.058212106714273036,85.79601055135727,0.056657912578804884,62.450176648743714,0.01703357070901401
1979,20,4,3,0.1,16,9,80,0.08598600240846759,52.62607663659423,0.08305035890470379,40.85128533787421,0.013776513943013411
1980,20,4,3,0.1,24,0,1,0.009784199934209523,51.3432225851978,0.020419041205878334,22.53412444574075,1.1226852608359938
1981,20,4,3,0.1,24,0,5,0.09107811375219065,71.16236221271305,0.12939029430215446,112.98247887975693,0.8825940145722815
1982,20,4,3,0.1,24,0,10,0.1785327578998653,97.94614559693338,0.10714763785798459,47.31118380166845,0.1219250464546708
1983,20,4,3,0.1,24,0,20,0.06907894740451072,67.64283084979253,0.059390043109755625,51.01074010563759,0.03979359968125056
1984,20,4,3,0.1,24,0,40,0.09234605657926864,59.03408188407234,0.08372205172056038,52.267654543809606,0.029309072038201132
1985,20,4,3,0.1,24,0,80,0.1252318690502081,76.42552610752789,0.11736634138158401,70.00020404235275,0.024604939150358513
1986,20,4,3,0.1,24,1,1,0.061957435603143624,54.21955275359126,0.057146240140223854,10.655602963633514,1.081590477703555
1987,20,4,3,0.1,24,1,5,0.27962546656350223,76.52469993080398,0.12267342655438294,92.52869267892542,1.1796387524139897
1988,20,4,3,0.1,24,1,10,0.10173634197974654,60.79246413958863,0.07454328371411931,39.814640244796315,0.10738865389948216
1989,20,4,3,0.1,24,1,20,0.11332595696507873,95.69459535913256,0.08682331873495362,56.15573798286352,0.07073953882484288
1990,20,4,3,0.1,24,1,40,0.047824213426924035,66.76913371748729,0.045466305147935954,47.115939134739286,0.028227123908661292
1991,20,4,3,0.1,24,1,80,0.19032031057834412,98.29814710744513,0.17721389037736665,78.82463598564469,0.03865215539864546
1992,20,4,3,0.1,24,2,1,0.04290779843569475,47.732515210368796,0.06627447405595087,11.668314863316635,1.149898261742392
1993,20,4,3,0.1,24,2,5,0.4670797296458012,72.74639715768147,0.1215071936388152,130.9038056700426,1.0458492072640893
1994,20,4,3,0.1,24,2,10,0.03888038150996652,78.67422506677929,0.24433141262288988,1345.8087416422227,2.160003364948575
1995,20,4,3,0.1,24,2,20,0.16681590741880142,76.97838784089684,0.12568043044018043,54.63052979631274,0.07025952106488097
1996,20,4,3,0.1,24,2,40,0.39274234384247053,96.3739813416037,0.3278942529555967,89.68651888573527,0.12780151744782725
1997,20,4,3,0.1,24,2,80,0.014505394549169293,82.33265647155208,0.016546569216840442,64.68552380941212,0.006910438499794449
1998,20,4,3,0.1,24,3,1,0.007561959472129326,62.02004280953664,0.015999521648081588,19.401227998609034,1.118797458287678
1999,20,4,3,0.1,24,3,5,0.09953460866648438,85.77440696238537,0.12177444447858296,137.08363818807572,1.214608746344444
2000,20,4,3,0.1,24,3,10,0.04528518666338508,83.3482824704866,0.15601171916402487,933.0841557134149,1.022028252960612
2001,20,4,3,0.1,24,3,20,0.01426478859512567,110.28032682876153,0.026361695079796296,52.37026952517819,0.021388329896644635
2002,20,4,3,0.1,24,3,40,0.23761891910925434,55.85698066506835,0.20029717360059127,51.0746960740204,0.1148544741511314
2003,20,4,3,0.1,24,3,80,0.27736343081685183,79.62731697730868,0.25583219335928503,62.1309704237282,0.06050465585783699
2004,20,4,3,0.1,24,4,1,0.052997660514177626,51.99001915012444,0.056158726630079335,13.212609760358971,1.1304662579105935
2005,20,4,3,0.1,24,4,5,0.30979440570737327,77.24007041231285,0.12021764231759922,105.15406464333151,1.0432598014763788
2006,20,4,3,0.1,24,4,10,0.0037543089080237634,77.49483397714722,0.010635697479978957,129.08126328366916,0.12051557087248829
2007,20,4,3,0.1,24,4,20,0.18184424739314448,71.2154183025644,0.1300894228553886,53.50630044295703,0.14566465200980747
2008,20,4,3,0.1,24,4,40,0.08379480274602967,55.61043958533959,0.0748171415355551,48.77553175788869,0.02690817182810356
2009,20,4,3,0.1,24,4,80,0.08651646150153047,65.95442277077667,0.0819848207102346,60.34928252433496,0.020751255179495182
2010,20,4,3,0.1,24,5,1,0.19651036255682974,87.02755402567884,0.06468217755689723,20.71689135788233,1.1070147318843555
2011,20,4,3,0.1,24,5,5,0.009901306970315046,76.82044832431374,0.029493439855084878,386.8280130629926,1.5600163367428397
2012,20,4,3,0.1,24,5,10,0.15958425583913344,67.5339701397884,0.17574529973524664,154.28826834533317,0.6125315367007157
2013,20,4,3,0.1,24,5,20,0.14793995156574202,48.206748081101814,0.10994365990674486,41.01719286003814,0.08189919401146291
2014,20,4,3,0.1,24,5,40,0.035999658190204196,61.370000279484685,0.03671719703394742,42.723859604913464,0.014836159137093193
2015,20,4,3,0.1,24,5,80,0.16796094908539302,87.53220575547128,0.15580347598727534,70.96674905887352,0.03664924026358804
2016,20,4,3,0.1,24,6,1,0.11215949599128733,80.29885063873044,0.06439231919240776,19.769995515410873,1.1938656202552516
2017,20,4,3,0.1,24,6,5,0.055329910139036084,84.99969148738658,0.11221644776128406,233.50039052885515,1.3396791852653722
2018,20,4,3,0.1,24,6,10,0.049106809500299144,50.52909561267722,0.22582057668051744,980.850618100849,2.39413134317208
2019,20,4,3,0.1,24,6,20,0.5331282754124791,68.90077222430148,0.3547079117147429,101.58255007578485,0.3024534018382109
2020,20,4,3,0.1,24,6,40,0.2181771245333178,43.96777036331146,0.18439756972333723,45.35701641091197,0.10070982553491256
2021,20,4,3,0.1,24,6,80,0.11733908765352376,84.30213198020715,0.10966708338031281,61.82796730836349,0.029531815115645448
2022,20,4,3,0.1,24,7,1,0.0914239280147306,105.8170098780657,0.06063586182127434,17.387255238224014,1.0980149758445041
2023,20,4,3,0.1,24,7,5,0.24294623901066023,82.75082782016467,0.13150698450895987,193.98535830840393,1.2858607568672553
2024,20,4,3,0.1,24,7,10,0.05818271553599057,50.57973106580989,0.1921637783217329,744.4409943974292,2.095287821897114
2025,20,4,3,0.1,24,7,20,0.0793178541428024,96.10254891155591,0.07260272380581748,62.23481484976146,0.06779000987105999
2026,20,4,3,0.1,24,7,40,0.16313718512780528,75.75340680537727,0.142041788980503,53.84566758733687,0.042486261187694496
2027,20,4,3,0.1,24,7,80,0.04723376561858237,98.21435504582215,0.046291556358605525,53.2991407962324,0.01011467701506868
2028,20,4,3,0.1,24,8,1,0.06595495677127419,54.60372456799553,0.06278476538978776,18.712778490606297,1.1417222128813902
2029,20,4,3,0.1,24,8,5,0.2127449598743044,69.7297514868682,0.11519257713305162,115.94479737457732,1.2628434833486084
2030,20,4,3,0.1,24,8,10,0.1532283242060167,48.77050907362024,0.0951480627479702,33.81151976642872,0.08107430233876169
2031,20,4,3,0.1,24,8,20,0.05383291710534947,89.62680754867779,0.05284463804998726,53.03774812060405,0.04166040854654851
2032,20,4,3,0.1,24,8,40,0.05678755527938886,79.60750549556288,0.05386225387013593,56.31346178600985,0.022745464925436634
2033,20,4,3,0.1,24,8,80,0.09781839363704081,77.3358165130401,0.09382900911683889,59.282878938192646,0.012631268061640848
2034,20,4,3,0.1,24,9,1,0.5287371508990442,91.87741060770091,0.06575395465737893,26.1999219953838,1.2311891729186153
2035,20,4,3,0.1,24,9,5,0.011687597503041616,91.89557019120952,0.02699069362991572,143.3131327469602,1.2584391109737856
2036,20,4,3,0.1,24,9,10,0.2745785477441028,64.46116472796494,0.13262207543620166,65.170408700491,0.152894687513489
2037,20,4,3,0.1,24,9,20,0.0020452118264005104,80.47512693190488,0.004599536881551874,84.75142763450377,0.009659651489055714
2038,20,4,3,0.1,24,9,40,0.15488643675834182,105.5432940303198,0.13603392698197975,73.99122395387165,0.03296193280604472
2039,20,4,3,0.1,24,9,80,0.07695718469263928,75.01650412869704,0.07349779088235023,51.74286719352438,0.013858434258210893
2040,20,4,3,0.1,32,0,1,0.3740631282443223,120.71307163023882,0.05923873112299874,29.755831528754463,1.169956313462501
2041,20,4,3,0.1,32,0,5,0.1903242279977282,92.44810437021205,0.11794868589521408,78.12350153154236,1.0775029303868058
2042,20,4,3,0.1,32,0,10,0.02438861554764232,123.48666350369284,0.1696279357881339,1819.380343669858,1.8953332819987734
2043,20,4,3,0.1,32,0,20,0.32335376923820014,71.83954782307052,0.18727126213489023,84.25732593344713,0.23773275261726873
2044,20,4,3,0.1,32,0,40,0.0051078629061789005,39.73750072010328,0.010357515363357009,33.98849025521058,0.008663938231105348
2045,20,4,3,0.1,32,0,80,0.08246742420074876,63.29348756237941,0.0768802691577953,56.07012046217934,0.022449492990382916
2046,20,4,3,0.1,32,1,1,0.0910241978707797,115.72078956095564,0.06646246774659412,29.527581338144994,1.1912967266248273
2047,20,4,3,0.1,32,1,5,0.18563011512495675,83.3558401060139,0.11933018121874339,125.78300033342869,1.250011756464669
2048,20,4,3,0.1,32,1,10,0.07307128390175043,81.09686560098262,0.15199699021966873,484.23992594796704,1.4337602236579037
2049,20,4,3,0.1,32,1,20,0.2401676734414295,76.32108983287833,0.14958251007832124,70.80256657160739,0.114331620001726
2050,20,4,3,0.1,32,1,40,0.20041330575269795,83.39691734740288,0.16151736992061,73.54116276144983,0.07199346200668018
2051,20,4,3,0.1,32,1,80,0.03409011252726367,43.628920813882296,0.03347154010614879,38.20694356144658,0.00948231854400211
2052,20,4,3,0.1,32,2,1,0.05342146062837531,56.839736888939576,0.062412090975388225,17.604618992002745,1.1435335357174636
2053,20,4,3,0.1,32,2,5,0.005670451049404157,62.85315109846319,0.013901020169896236,182.68676799341605,1.2443752741377014
2054,20,4,3,0.1,32,2,10,0.15684256308663685,72.00154018105002,0.09404066634486304,50.033267208782135,0.0911530465950644
2055,20,4,3,0.1,32,2,20,0.4025932622494341,112.97945954945573,0.2291299631209315,123.4742420018656,0.24721481254806837
2056,20,4,3,0.1,32,2,40,0.1762426453521801,75.92361179918095,0.14029675841477926,50.26192540708841,0.08759485390792068
2057,20,4,3,0.1,32,2,80,0.4573021899691115,70.64008522488975,0.4041260222687169,99.99447805611152,0.12690021653103503
2058,20,4,3,0.1,32,3,1,0.1483895790041951,64.81296308065724,0.06302671358324065,15.697995818019017,1.1827558485518594
2059,20,4,3,0.1,32,3,5,0.014468592270659799,87.8274111229504,0.030715665519271518,182.95763964996752,1.1622817313361884
2060,20,4,3,0.1,32,3,10,0.05159977935153634,85.6644777664812,0.11255571044013275,534.1715880317407,1.5066156336639722
2061,20,4,3,0.1,32,3,20,0.11658537470637059,85.87133285340151,0.08531843955579162,57.64270851604352,0.03922927181509537
2062,20,4,3,0.1,32,3,40,0.19243837468619537,58.96879698458223,0.15597721196104142,55.33169658823595,0.06953626459100942
2063,20,4,3,0.1,32,3,80,0.015001766315452244,51.89607865090335,0.01668492448258351,42.14139057932648,0.00900355984397465
2064,20,4,3,0.1,32,4,1,0.24804062944512514,141.19181585077484,0.057742735625341685,30.714715297936205,1.161110830855532
2065,20,4,3,0.1,32,4,5,0.0432840882942121,78.10945610396158,0.08792220133139605,170.06093008031985,1.119439292499854
2066,20,4,3,0.1,32,4,10,0.40801582232938066,75.65527550270613,0.13923213802854595,97.07862909793248,0.22916370613889522
2067,20,4,3,0.1,32,4,20,0.37927279880571313,74.1920020942153,0.21158532045677553,105.78891613279391,0.217183631896046
2068,20,4,3,0.1,32,4,40,0.1240976018604892,60.54120436410868,0.10385310138024882,46.15298898695069,0.039897641302823715
2069,20,4,3,0.1,32,4,80,0.057037820270625865,92.15711657547048,0.054949931879189944,83.20453745595502,0.012516499970323775
2070,20,4,3,0.1,32,5,1,0.21524747979906378,149.6726413065525,0.07103600420119018,30.287884372573725,1.1818468913251237
2071,20,4,3,0.1,32,5,5,0.19397628954957813,78.79146848830973,0.11258787143837616,50.9015724705353,0.4108153824301911
2072,20,4,3,0.1,32,5,10,0.2567674488058629,76.35385352699345,0.18898441777888628,236.9210151375804,1.3200854426343083
2073,20,4,3,0.1,32,5,20,0.1733085726426642,59.155532347401376,0.11388564721967613,47.215013863917285,0.08153855992077669
2074,20,4,3,0.1,32,5,40,0.10988831782685195,83.55591762711465,0.09174471464179493,57.48467249728242,0.05011091823250043
2075,20,4,3,0.1,32,5,80,0.07709401982484582,72.9992312372467,0.07155287588752914,57.0731558397177,0.02225147061565777
2076,20,4,3,0.1,32,6,1,0.02977093742982311,116.81106236025244,0.060229952955189875,27.262459590043655,1.0966075814594802
2077,20,4,3,0.1,32,6,5,0.30574756506328565,46.854575223347155,0.10712009265117779,64.07363683925725,0.5489246602984714
2078,20,4,3,0.1,32,6,10,0.04101896724659367,121.29625095380744,0.09517251545440242,469.09981479819965,0.8692284322366484
2079,20,4,3,0.1,32,6,20,0.18516533052022835,106.54136758503824,0.12160541030078932,61.920525471518644,0.08115168841651374
2080,20,4,3,0.1,32,6,40,0.21111824967749826,112.0635191361408,0.17132433875161238,67.956436838806,0.06901859514966197
2081,20,4,3,0.1,32,6,80,0.23051376673481433,86.78190049066542,0.20703340325912856,80.14343108555607,0.06263581583120607
