,n,t,r,sigma,r_fit,rep,d,loss_true,max_qnorm_ub_true,loss_fit,max_qnorm_ub_fit,gen_err_fit
130,20,4,3,0.0,3,2,11,0.0,19.56201939289699,0.004221570190228539,19.0685083119229,0.004604939704588976
131,20,4,3,0.0,3,2,15,0.0,17.249330248272177,0.0017664411685704743,16.690331552131486,0.001984941868931557
132,20,4,3,0.0,3,3,3,0.0,26.2804487091378,0.2701872771379861,123.6091264635733,5.646533865150583
133,20,4,3,0.0,3,3,7,0.0,24.51718700406047,0.48887010486584476,263.68545006280374,8.59028519765994
134,20,4,3,0.0,3,3,11,0.0,19.74665516116764,0.33551999986730974,642.1467296969232,18.52736550984318
135,20,4,3,0.0,3,3,15,0.0,20.188862675363676,0.0021188605749864016,22.271618094412375,0.0023725572712171416
136,20,4,3,0.0,3,4,3,0.0,19.64188433182736,0.26792879439763445,113.36031175247052,3.8721495645058344
137,20,4,3,0.0,3,4,7,0.0,20.722702991496227,0.19629720911229215,242.741569844251,7.381924004216927
138,20,4,3,0.0,3,4,11,0.0,27.321679448681557,0.24404597185099366,567.5581131298399,13.591059867024537
139,20,4,3,0.0,3,4,15,0.0,22.265502296951706,0.3845342296920072,944.7026845769722,23.691397382456753
140,20,4,3,0.0,3,5,3,0.0,20.618120688894827,0.2207171627070601,75.78910778611883,3.372817530788659
141,20,4,3,0.0,3,5,7,0.0,21.122789772638434,0.23694303707942332,335.18087064860674,8.962651615751854
142,20,4,3,0.0,3,5,11,0.0,19.192938300548086,0.004265992815329225,17.94739851642731,0.005844085104731302
143,20,4,3,0.0,3,5,15,0.0,18.84621570365923,0.4150710032871311,40.731617514163595,0.48235210469892026
144,20,4,3,0.0,8,0,3,0.0,25.941645881493404,0.053830696877441034,29.359866930972128,1.4404899551517405
145,20,4,3,0.0,8,0,7,0.0,21.59771451115799,0.03312043924010818,36.20899199050735,0.8653935368241295
146,20,4,3,0.0,8,0,11,0.0,24.448600752703918,0.005176276024449697,22.309213776765127,0.009937845357944635
147,20,4,3,0.0,8,0,15,0.0,22.7902803629739,0.0024802061930277175,22.606304924545118,0.040027775158043975
148,20,4,3,0.0,8,1,3,0.0,19.935782818778986,0.05222682571386907,20.94931583311764,1.2902790106196447
149,20,4,3,0.0,8,1,7,0.0,19.250083716322195,0.01847603548357649,15.645129666005817,0.04988384514988654
150,20,4,3,0.0,8,1,11,0.0,21.326887534762932,0.005499095481070814,20.515126841317425,0.01034285201489223
151,20,4,3,0.0,8,1,15,0.0,20.06723153254273,0.002800673949571187,26.70538459031094,0.041622128220756026
152,20,4,3,0.0,8,2,3,0.0,23.805776707797108,0.05257179344288313,23.458525195330044,1.3024605879707327
153,20,4,3,0.0,8,2,7,0.0,26.047203741902543,0.021425673760635734,20.51343581353184,0.1220334221189305
154,20,4,3,0.0,8,2,11,0.0,22.010086533066676,0.005691690594874236,20.910682711021035,0.01541792063421464
155,20,4,3,0.0,8,2,15,0.0,19.671351952229326,0.0023138520021808557,20.83960077046032,0.0028050085526850894
156,20,4,3,0.0,8,3,3,0.0,18.62721294014938,0.052636447783961995,21.031132546900416,1.3712939680274303
157,20,4,3,0.0,8,3,7,0.0,21.276393928419527,0.016394554612438845,17.038239514061758,0.0280197610641327
158,20,4,3,0.0,8,3,11,0.0,22.211126377181206,0.005814648829335474,22.167687453974263,0.009141947887231976
159,20,4,3,0.0,8,3,15,0.0,21.170852699727565,0.002607256334634913,20.675208745798354,0.03533431500804779
160,20,4,3,0.0,8,4,3,0.0,19.73641841160308,0.05332148559417052,28.132270022588482,1.4298213179517107
161,20,4,3,0.0,8,4,7,0.0,21.667433267377476,0.015371388691206661,17.678698190365473,0.044960227571130953
162,20,4,3,0.0,8,4,11,0.0,20.621519712499943,0.005227587138293335,20.016440485903015,0.009883662514762899
163,20,4,3,0.0,8,4,15,0.0,27.767920559738887,0.003089141849894509,27.76066915389743,0.010640898968991584
164,20,4,3,0.0,8,5,3,0.0,21.23832009858883,0.05143044615385938,19.547168311660386,1.2432455619382377
165,20,4,3,0.0,8,5,7,0.0,21.036290596926584,0.013277103071715248,18.61741462437721,0.029368241353787138
166,20,4,3,0.0,8,5,11,0.0,22.59746228924029,0.00633263222908422,21.040869486527605,0.046629850511515324
167,20,4,3,0.0,8,5,15,0.0,22.71133333249542,0.003128512720661648,24.015361264456192,0.02019887698779313
168,20,4,3,0.0,16,0,3,0.0,17.320654920905092,0.05087266554422104,13.512378666489338,1.0890185182007184
169,20,4,3,0.0,16,0,7,0.0,19.57508508390547,0.01470650332379656,15.962681376159496,0.024599608283921753
170,20,4,3,0.0,16,0,11,0.0,24.638931628243302,0.00704728637941912,22.600796539628032,0.013288219927421439
171,20,4,3,0.0,16,0,15,0.0,20.113575762656083,0.0033375038430433924,24.673560941044894,0.017055914419548922
172,20,4,3,0.0,16,1,3,0.0,21.06896891793714,0.0509468472478342,15.4237969168211,1.0743932182563194
173,20,4,3,0.0,16,1,7,0.0,24.966550369196355,0.0172818718046877,21.54137519287913,0.028231266820263435
174,20,4,3,0.0,16,1,11,0.0,18.551534638888768,0.005258149998887892,18.16945283521321,0.023480591028672653
175,20,4,3,0.0,16,1,15,0.0,25.615566492989522,0.0027607151238322907,24.48222322531763,0.013902726678279973
176,20,4,3,0.0,16,2,3,0.0,27.35362193113849,0.05094858179818314,13.442261089983793,1.0313753098266265
177,20,4,3,0.0,16,2,7,0.0,19.803539154574423,0.018268922627045645,14.892153567123476,0.045426255309955005
178,20,4,3,0.0,16,2,11,0.0,26.90550095913413,0.00644765993976682,25.355628040124774,0.013927802499396784
179,20,4,3,0.0,16,2,15,0.0,22.45905598580027,0.00284896682892634,22.496382010604005,0.021355601346162406
180,20,4,3,0.0,16,3,3,0.0,22.264895196204556,0.050878030222094944,14.94458822887462,1.0534888226816057
181,20,4,3,0.0,16,3,7,0.0,22.935439938103183,0.02001298207129698,15.908307784098252,0.05547593746877329
182,20,4,3,0.0,16,3,11,0.0,21.837914262334728,0.005515894346044606,21.439883736007463,0.021472544454748752
183,20,4,3,0.0,16,3,15,0.0,20.33451648853789,0.0032300462357525528,21.331227394729424,0.0078031280778043995
184,20,4,3,0.0,16,4,3,0.0,16.244339768922778,0.05108517562560581,17.281799335078425,1.0410315577380373
185,20,4,3,0.0,16,4,7,0.0,19.25600127461383,0.01660662786842347,15.980354342416346,0.029244346302553497
186,20,4,3,0.0,16,4,11,0.0,24.323385914157164,0.005895768599034881,22.748300390064998,0.011346933817570896
187,20,4,3,0.0,16,4,15,0.0,19.830386876773893,0.0018646239645011807,19.1485929366762,0.01247990518277796
188,20,4,3,0.0,16,5,3,0.0,19.402405172046585,0.050960788270479375,13.984122720070955,1.0343248341241222
189,20,4,3,0.0,16,5,7,0.0,32.96835438787201,0.029226784017890715,21.950641803221558,0.08726970720703565
190,20,4,3,0.0,16,5,11,0.0,21.44040377134453,0.006213512087783477,19.652435151229945,0.032271551249212216
191,20,4,3,0.0,16,5,15,0.0,18.7015964053545,0.0025958177362161283,18.119973236450143,0.009042859128705893
192,20,4,3,0.0,32,0,3,0.0,16.764951147234594,0.050856769212118486,14.895845092452848,1.0382104425396512
193,20,4,3,0.0,32,0,7,0.0,23.79314753161371,0.017662558314132843,18.32618774885488,0.037707183430438586
194,20,4,3,0.0,32,0,11,0.0,24.878752580822862,0.007457098066474022,23.27899464587458,0.0231160961307898
195,20,4,3,0.0,32,0,15,0.0,22.394662195736597,0.003393265767897553,23.410499432151884,0.010922841557751207
196,20,4,3,0.0,32,1,3,0.0,18.832688086511702,0.05084229865655188,17.43170781449424,1.0396384410159643
197,20,4,3,0.0,32,1,7,0.0,19.237361406358843,0.013651480923121807,15.971695510726759,0.02487171069674949
198,20,4,3,0.0,32,1,11,0.0,18.89574413068135,0.00536953352394705,18.34310319136258,0.011380897367271018
199,20,4,3,0.0,32,1,15,0.0,19.773382049997636,0.003313141332927661,20.42439855017265,0.009073512646207803
200,20,4,3,0.0,32,2,3,0.0,23.525611039165096,0.050919130494135725,14.964138144002263,1.0728336785215862
201,20,4,3,0.0,32,2,7,0.0,25.572909632590914,0.019089167080501908,21.53415739374005,0.029008736170916823
202,20,4,3,0.0,32,2,11,0.0,20.136053049458983,0.005692039633617696,18.792585264230425,0.009936105322439817
203,20,4,3,0.0,32,2,15,0.0,21.867939172851575,0.003915658123113541,26.50400513897189,0.023784733881185138
204,20,4,3,0.0,32,3,3,0.0,18.40948164555055,0.05087782916823737,14.6990294174666,1.0546804291055947
205,20,4,3,0.0,32,3,7,0.0,24.3341786782538,0.018969205569366626,19.7631901336631,0.03752669707403571
206,20,4,3,0.0,32,3,11,0.0,18.026895800568013,0.005161406167771383,16.873890141356554,0.009045007223275387
207,20,4,3,0.0,32,3,15,0.0,20.682400089240964,0.003377676943422783,24.73593084900548,0.01686549977819911
208,20,4,3,0.0,32,4,3,0.0,24.024372055249863,0.05085256304795838,13.551515512961382,1.0404002564488184
209,20,4,3,0.0,32,4,7,0.0,22.882271888263027,0.018918127797949883,16.830389571502973,0.05269933106524542
210,20,4,3,0.0,32,4,11,0.0,20.040379630966207,0.005359602344532251,18.635296468522558,0.011880831789070224
211,20,4,3,0.0,32,4,15,0.0,18.034436167790833,0.003391307415518253,20.555841099773073,0.00604866518379089
212,20,4,3,0.0,32,5,3,0.0,19.181920505585683,0.05083198189843444,15.334549521651626,1.0510505832809964
213,20,4,3,0.0,32,5,7,0.0,23.811192990049182,0.01866915752201503,17.422733776330478,0.059944695968292674
214,20,4,3,0.0,32,5,11,0.0,21.26998405071932,0.006209124333228722,24.948692613634183,0.045004713370700396
215,20,4,3,0.0,32,5,15,0.0,25.750359973991845,0.003658844883361692,27.43852967505695,0.01568682238750062
216,20,4,3,0.0,64,0,3,0.0,23.744717956715817,0.05089634213980289,14.299956416059395,1.0148755025875447
217,20,4,3,0.0,64,0,7,0.0,24.509983974004893,0.02341991339727601,19.982162898806788,0.04232829699683891
218,20,4,3,0.0,64,0,11,0.0,17.87137574361403,0.0051015056586830535,16.945081359279296,0.010568821740985418
219,20,4,3,0.0,64,0,15,0.0,16.83747171858076,0.0034512228901862835,18.41954655449335,0.0048449684179043065
220,20,4,3,0.0,64,1,3,0.0,21.321870985814005,0.05078581544845289,15.834075594477694,0.9929715573648393
221,20,4,3,0.0,64,1,7,0.0,24.704060210946327,0.021274402250989383,17.641339382215488,0.07380114412489283
222,20,4,3,0.0,64,1,11,0.0,17.44884427243638,0.0041577837872089985,15.537457855055427,0.005542005884079035
223,20,4,3,0.0,64,1,15,0.0,21.802442858790492,0.0037242873026629777,21.291933792263578,0.0063537727831286675
224,20,4,3,0.0,64,2,3,0.0,21.310349242662365,0.050883953676761455,15.040930394201853,1.0359219458594726
225,20,4,3,0.0,64,2,7,0.0,21.923600807916486,0.02073544018478025,18.314058268999624,0.05020882087404294
226,20,4,3,0.0,64,2,11,0.0,27.1430541746741,0.006442550421237184,26.053242102492906,0.012946075162547952
227,20,4,3,0.0,64,2,15,0.0,19.827383533027394,0.0037172387090378426,22.56797780197139,0.006965037637103101
228,20,4,3,0.0,64,3,3,0.0,21.480370543373937,0.05089770128860928,14.436232210117605,0.9921305538795641
229,20,4,3,0.0,64,3,7,0.0,22.449398773204617,0.02047498581373548,16.426822271938125,0.04728052763916951
230,20,4,3,0.0,64,3,11,0.0,20.766086784874382,0.0053688210719874735,19.4806639802761,0.008692062475567615
231,20,4,3,0.0,64,3,15,0.0,18.68980154315031,0.0036210847792806974,22.496303121478846,0.012327108985397304
232,20,4,3,0.0,64,4,3,0.0,24.737731498105735,0.05091556203890102,15.759452687659355,1.0076984178292538
233,20,4,3,0.0,64,4,7,0.0,22.63242076446243,0.021845319819963325,16.988291594455244,0.05767436348150901
234,20,4,3,0.0,64,4,11,0.0,20.000767462785017,0.0048533254767083025,18.28390432787108,0.007608028361894857
235,20,4,3,0.0,64,4,15,0.0,25.893323979147922,0.003367970333063856,26.3706653467011,0.007049236797767566
236,20,4,3,0.0,64,5,3,0.0,23.193208909517473,0.051039673352961605,20.39317133482809,1.0456730595248198
237,20,4,3,0.0,64,5,7,0.0,20.896152840165797,0.018858538089699246,14.945708797150132,0.058759153851955466
238,20,4,3,0.0,64,5,11,0.0,20.015936896441268,0.004653294366831422,19.012082638716105,0.007062594043184935
239,20,4,3,0.0,64,5,15,0.0,17.75116259489845,0.003396817784557999,19.65307381474543,0.0071470332985409946
240,40,3,3,0.0,3,0,3,0.0,9.789336964493026,0.07616278958566101,20.82494665695119,2.5940985326189345
241,40,3,3,0.0,3,0,7,0.0,9.142735688700865,0.3344384382705712,274.09908828647264,6.3329003391529
242,40,3,3,0.0,3,0,11,0.0,8.31061037404912,0.42209075614373875,373.17344850719314,11.7380672501899
243,40,3,3,0.0,3,0,15,0.0,8.903913947021058,0.006664618351944136,8.224100219043818,0.009030982098688424
244,40,3,3,0.0,3,1,3,0.0,10.357030138966557,0.08312974703355597,20.346884591206955,2.7055541266429484
245,40,3,3,0.0,3,1,7,0.0,8.834642510619672,0.4855616044896751,171.2225357142335,5.495175381138362
